1571829281,3,6,1,"CJ,C2,CK,C6;DQ,D9,DA,DK;D8,D5,DJ,D4;D6,D3,D10,D2;SQ,HQ,D7,H8;C8,CA,C10,C5;C4,CQ,C9,H3;HA,C7,HK,SA;H7,C3,HJ,SJ;SK,S4,S7,S10;S5,H10,S6,S9;S3,H9,H6,S8;H5,H4,H2,S2"
1571829281,3,0,1,"C10,C6,CK,C2;DA,DK,D4,DJ;DQ,D10,D3,D7;D2,D9,HA,D5;SQ,D8,HK,H10;HQ,D6,H6,CA;SA,S9,S8,SK;C7,HJ,CQ,C8;H5,H9,CJ,C5;H4,H8,C9,C4;SJ,S5,S4,S7;S10,H7,S2,S6;S3,H2,H3,C3"
1571829281,3,0,1,"C2,CA,C7,C10;D8,DK,DA,DQ;D2,D10,D9,DJ;CQ,CK,C5,C8;HK,D5,D7,HQ;HJ,D4,D6,H10;H9,HA,D3,H3;S2,S8,S9,SJ;CJ,C9,SQ,C4;SK,S6,SA,S10;H8,S5,S7,S4;H6,H7,S3,H2;H5,C6,H4,C3"
1571829281,3,6,1,"C2,CK,C9,CA;D9,DA,DQ,DJ;D8,DK,D5,D6;D7,D10,D4,HA;SQ,D2,D3,HJ;C4,CJ,C7,CQ;H5,C8,C6,C10;H3,H10,HK,C5;SK,H8,HQ,C3;SJ,S10,S8,SA;S9,S7,H9,S5;S6,H7,H6,S4;S3,H2,H4,S2"
1571829281,3,0,1,"CJ,CK,CA,C2;DA,DK,DJ,DQ;C8,CQ,C10,C7;SQ,D10,D9,D7;HK,D6,D8,D4;HQ,H7,D5,D3;H10,H4,D2,HA;S9,SK,SA,S10;S4,S8,SJ,S2;S3,S6,S7,HJ;H2,C9,S5,H9;C6,C5,H8,H5;C3,C4,H6,H3"
1571829281,3,0,1,"C2,CK,CA,CQ;DA,DJ,DK,HA;DQ,D10,D7,H10;D9,D4,D5,H9;D8,D2,D3,H5;D6,SQ,HJ,S9;CJ,C10,C3,C7;C8,C9,SA,C6;S6,S10,SK,S8;HQ,HK,SJ,S5;H4,H8,S7,S2;H3,H7,S4,C5;H2,H6,S3,C4"
1571829281,3,15,1,"C2,CJ,CA,C5;DQ,DA,D3,DK;D9,D8,SQ,DJ;HK,D7,HA,D10;H6,D6,HJ,D4;H5,D5,H7,D2;C10,C7,CK,C4;C8,C6,CQ,HQ;H3,SK,C9,H10;SA,SJ,C3,H9;S10,S8,S6,S9;S3,S7,S5,H8;S2,S4,H2,H4"
1571829281,3,4,1,"C2,C10,CA,CQ;D10,DQ,DJ,DA;D6,D8,D9,DK;D5,D4,D7,D3;S10,SJ,S9,S6;CK,C5,HA,CJ;D2,HJ,H10,SQ;C8,H9,H8,C9;C7,H6,H5,C6;C4,SA,H3,C3;HQ,S8,SK,HK;H7,S7,S4,S5;H2,S2,S3,H4"
1571829281,3,6,1,"CK,C10,CA,C2;DK,DA,D2,DQ;D10,DJ,HA,D6;D9,D8,HK,D4;CQ,SQ,C9,CJ;C8,HQ,C6,C7;S5,S10,SA,SK;H10,H5,C5,C4;H8,D7,C3,HJ;S2,S6,S9,SJ;H6,S3,S4,S8;H4,D5,H7,S7;H2,D3,H3,H9"
1571829281,3,1,1,"CQ,CJ,C2,CA;D9,DJ,DQ,DA;D6,D8,D5,DK;HJ,D7,D3,D10;H5,D4,H9,D2;C5,C10,CK,C7;C4,C9,C8,HK;SA,C6,H8,H10;SJ,C3,H7,H6;S7,SQ,S10,S9;S6,HA,H4,SK;S4,HQ,H2,S8;S3,H3,S5,S2"
1571829281,3,14,1,"CK,C3,C2,C10;D10,DJ,DQ,DA;SQ,D8,D9,DK;H6,D5,D3,D7;CQ,D4,D2,D6;C9,HA,CA,C7;C8,HK,CJ,C4;C5,HQ,C6,H10;S10,SA,S8,SK;S7,S9,S3,SJ;S6,HJ,H9,H7;S4,S5,H3,H5;S2,H8,H2,H4"
1571829281,3,0,1,"CJ,C2,CA,C8;D7,DK,DA,D10;D6,DQ,DJ,D4;D3,D9,D5,HQ;HA,D8,D2,HJ;C7,C10,CK,H9;C5,C6,CQ,H8;C3,C4,C9,H3;S6,S9,S4,SJ;S5,S7,SQ,S10;H4,HK,H7,SK;SA,S3,H6,S8;H2,H10,H5,S2"
1571829281,3,2,1,"CA,C2,CK,C8;D10,DK,DQ,DA;H10,D6,D9,DJ;H9,D3,D7,D8;CJ,CQ,C9,C7;C10,C6,H8,C4;C5,HK,H7,SQ;C3,HQ,SA,HA;S9,S4,SK,SJ;H4,HJ,D5,H6;S8,H5,D4,H2;S7,H3,D2,S5;S6,S2,S10,S3"
1571829281,3,0,1,"CK,C2,CJ,CA;DA,D10,DK,DJ;D9,D6,DQ,HQ;D7,D5,D8,H9;D2,D3,D4,H8;C9,CQ,C8,C10;C5,C7,C6,C4;S7,SJ,S5,S8;SK,S10,S3,S4;HJ,HA,HK,H2;H7,S9,SQ,S2;H6,H3,H10,SA;H4,S6,H5,C3"
1571829281,3,2,1,"C2,CJ,CA,CK;DA,DQ,D8,DJ;DK,D10,D5,D7;D2,D9,HK,D6;SQ,D4,HQ,D3;C5,C7,CQ,C9;H10,C4,C10,C8;H9,H8,C3,C6;S8,SA,S7,SK;S5,SJ,S6,S9;S2,S10,S4,HA;H4,H7,HJ,H6;H2,H3,S3,H5"
1571829281,3,16,1,"C7,CK,CJ,C2;DK,D10,DA,DQ;D6,D8,D7,DJ;D5,HA,D2,D9;D3,HJ,H3,D4;SQ,CQ,C9,CA;HK,C10,C8,C6;S5,SA,S8,S9;S3,SK,S7,H9;S2,SJ,S6,H5;HQ,S10,S4,H4;H10,H8,C5,H2;H6,H7,C4,C3"
1571829281,3,1,1,"CA,CK,CQ,C2;DK,D9,DQ,DA;C10,CJ,C8,C9;D8,D7,DJ,HQ;D6,SQ,D10,H8;D3,HA,D5,H7;HK,HJ,D4,H4;H10,SK,D2,H3;H9,C6,C7,C5;H6,S9,C3,C4;S2,S8,SA,SJ;H5,S5,S10,S7;H2,S4,S6,S3"
1571829281,3,24,1,"CQ,CA,C2,CJ;DJ,DA,DK,D10;D9,DQ,D7,D8;D2,D3,D5,D6;H9,HQ,SQ,D4;C7,C10,CK,C9;C5,C6,C8,HA;S6,S9,SA,S10;S5,S8,SK,S4;H8,S7,SJ,S2;H6,H7,H10,HK;H3,C4,H4,HJ;C3,S3,H2,H5"
1571829281,3,15,1,"C6,C2,CA,CQ;DK,D10,D9,DA;DQ,D4,D7,DJ;D6,HK,D2,D8;D3,H9,SQ,D5;C4,C10,CK,C8;C3,C9,CJ,HJ;HA,C7,C5,H8;SK,SJ,SA,S7;S10,S9,S4,S6;S3,S8,S2,H4;HQ,S5,H10,H3;H5,H7,H6,H2"
1571829281,3,7,1,"C9,CK,CA,C2;D10,DA,D7,D8;D9,DK,D4,SQ;D5,DQ,D3,H8;HQ,DJ,D2,H6;HJ,D6,HK,SK;C7,C10,C8,CQ;H5,C6,C5,CJ;H4,HA,H10,C4;H2,H9,H7,C3;S7,S8,SA,SJ;S4,S6,S9,S10;S3,H3,S5,S2"
1571829281,3,1,1,"CQ,C6,C2,CA;DJ,DK,DA,D9;D10,D7,DQ,D8;HA,D5,D6,D3;H10,D2,D4,HK;CJ,C5,CK,C9;C10,HJ,C7,H9;C8,SA,C3,H7;C4,S10,SQ,H3;S6,S8,SK,SJ;H8,S7,S2,S9;H6,S5,HQ,S4;H5,S3,H4,H2"
1571829281,3,0,1,"C4,CJ,CA,C2;D10,DJ,DK,DA;D7,D9,DQ,D5;D6,D8,D2,D3;C3,C10,CQ,CK;HJ,C9,SQ,C8;H9,C7,HK,H10;H8,C6,H6,H5;H7,C5,H2,H3;SJ,S3,SA,S8;S10,HA,SK,S7;S4,HQ,S9,S6;D4,H4,S5,S2"
1571829281,3,22,1,"CA,CQ,C2,C8;D6,DA,DJ,DK;H10,D10,D9,DQ;H9,D4,D7,D8;H5,SQ,D3,D5;CK,HK,HA,D2;S9,SK,S10,SA;CJ,S5,S7,SJ;C10,H6,S6,S8;C9,H3,S2,S4;C7,H2,HQ,S3;C5,C6,HJ,H7;C3,C4,H8,H4"
1571829281,3,4,1,"C10,CK,C2,CA;DJ,D7,D10,DA;D8,D5,D4,DK;D6,HK,HA,DQ;D3,HQ,H9,D9;C6,C9,CJ,CQ;C4,C8,C5,C7;SQ,C3,H8,HJ;SJ,SK,SA,S7;S8,S4,S10,S2;S6,H6,S9,H7;H10,H5,S5,H3;D2,H4,S3,H2"
1571829281,3,3,1,"CA,C7,C2,CK;DQ,DK,DA,D9;H5,SQ,DJ,D8;H4,HQ,D10,D7;SK,H8,D5,D6;CQ,H6,D4,D3;CJ,C3,C8,C10;C9,H3,C4,HA;C6,S10,HJ,HK;C5,S9,H10,H9;SJ,S7,S8,SA;S6,S4,H7,D2;S3,S2,S5,H2"
1571829281,3,0,1,"CK,C2,C3,CA;DA,D10,DK,DQ;D2,D6,D9,DJ;HQ,D3,D8,D4;H6,H10,D7,HA;C10,H3,D5,HJ;S10,S6,S7,SJ;C8,CQ,SQ,CJ;C6,C9,HK,C7;C5,C4,H9,H8;S9,S5,SK,SA;S8,S3,H7,S4;S2,H2,H5,H4"
1571829281,3,18,1,"C9,C2,CJ,CQ;SQ,DK,DQ,DA;HK,DJ,D9,D10;H8,D4,D7,D8;H6,D3,HJ,D6;H4,D2,H10,D5;C5,CA,C10,C8;SJ,CK,C4,C7;S10,SK,SA,S3;S9,S4,S6,H9;S8,HA,S2,H7;S7,HQ,H3,C6;S5,H5,H2,C3"
1571829281,3,17,1,"C2,CK,CA,CJ;DA,DQ,D7,DK;DJ,D5,D2,D10;D9,HK,HJ,D8;D4,H10,H9,D6;CQ,C8,C9,C10;D3,H7,H6,HA;C3,C4,C5,C7;SQ,H4,H5,C6;S9,SJ,SA,S3;S8,S6,SK,HQ;S7,S5,S10,H8;S2,H2,S4,H3"
1571829281,3,0,1,"C2,CJ,C9,C8;D10,DA,DQ,DK;D9,DJ,D6,D7;H5,D8,D5,D4;H2,D3,HQ,SQ;CA,D2,H9,H10;SA,S10,SJ,S4;CK,HA,C7,C6;CQ,HK,C3,C4;C10,HJ,H6,H8;C5,H7,S9,H4;SK,S8,S7,S3;S6,S5,S2,H3"
1571829281,3,0,1,"C2,C3,CA,C10;DQ,D7,DA,DK;D9,D6,D10,DJ;CK,H8,CQ,C9;D8,D4,HA,SQ;D5,D2,HJ,HK;D3,H2,H9,HQ;C8,SA,CJ,C7;C5,SK,C6,H6;H10,SJ,C4,H5;S6,S7,S10,S9;H7,S4,S8,S5;H4,S3,H3,S2"
1571829281,3,22,1,"CK,CQ,C2,CA;D9,D10,DJ,DA;D6,D7,D8,DK;HQ,D5,D3,DQ;H10,SQ,D2,D4;C5,C9,C10,CJ;H8,C6,C8,C7;SK,SA,S6,SJ;H6,C3,HA,C4;S9,S8,S3,S10;S5,S4,H7,S7;H5,HJ,H4,HK;S2,H9,H3,H2"
1571829281,3,13,1,"C5,CA,CJ,C2;DQ,DK,DJ,DA;D6,D3,D10,D9;D5,D2,D8,H9;D4,HK,D7,H6;C3,CQ,C10,CK;SQ,C7,C8,C9;SA,SK,SJ,S8;S7,S9,S10,S6;HA,H10,C6,H5;HQ,H8,C4,H4;S3,S5,S4,S2;H7,H2,HJ,H3"
1571829281,3,22,1,"C2,CJ,CQ,CK;D7,D4,DJ,DA;D5,D2,D10,DK;HQ,HA,D8,DQ;HJ,H10,SQ,D9;H6,H8,H9,D6;H5,SK,H7,D3;CA,C10,C7,C9;C8,C5,H2,HK;C6,C4,SA,H3;C3,S10,SJ,S6;S3,S7,S9,S5;H4,S4,S8,S2"
1571829281,3,4,1,"CJ,C2,CA,CK;DQ,DJ,DK,DA;D5,D10,D7,D9;D2,D8,D4,SQ;HQ,D6,D3,H10;C9,C8,HA,CQ;C7,C5,H9,C10;C4,HK,H7,C6;S7,S10,SA,SJ;S5,S6,SK,S9;H8,S3,S8,S4;H5,HJ,H3,H6;C3,H4,H2,S2"
1571829281,3,4,1,"C2,C8,CK,CA;DA,DJ,DQ,DK;D5,D7,D9,D10;D4,HQ,D6,D8;HA,H7,D2,D3;CQ,C7,C5,CJ;C9,H2,C4,C10;S9,S10,S2,SJ;S4,S8,HK,S5;SK,S7,HJ,SQ;C6,SA,C3,H10;H9,S6,H8,H5;H6,S3,H3,H4"
1571829281,3,14,1,"CK,C2,CA,C9;DQ,DK,D9,DA;D8,D3,SQ,DJ;D7,D2,HQ,D10;S10,SA,S9,SK;CJ,C8,CQ,H4;C10,C7,C6,H3;D6,HA,HJ,H2;D5,H10,H9,SJ;D4,H6,H7,S8;S7,S2,S4,S6;HK,C5,H5,S5;H8,C4,C3,S3"
1571829281,3,0,1,"CA,C2,CJ,C7;DK,DA,D9,DJ;DQ,D2,D8,D10;D7,SQ,SA,D6;D5,HA,SK,D4;CK,CQ,C9,HQ;S10,S7,SJ,S8;HK,C10,C6,H9;HJ,C8,C5,H7;H4,H10,S6,H6;H3,H8,S4,S5;S9,H5,C4,D3;S3,H2,C3,S2"
1571829281,3,21,1,"CQ,CK,C8,C2;D10,DK,D9,DA;D4,DQ,H10,D8;D3,DJ,H9,D7;CJ,C7,C5,CA;SQ,HA,H8,D6;H7,HJ,H5,D5;H2,H6,H3,D2;C9,SA,SK,C10;C6,SJ,S10,C4;C3,S9,S8,HK;S5,S6,S7,HQ;S4,S3,S2,H4"
1571829281,3,6,1,"CQ,C9,CJ,C2;D6,DQ,DA,DJ;D3,D5,DK,D10;SQ,D4,D9,D8;HK,HQ,D7,H7;H8,HJ,D2,CA;C4,C7,C8,CK;H4,C6,HA,C10;SA,C3,H9,C5;S9,S5,S8,SK;S7,S3,H5,SJ;S6,H10,H3,S10;S4,H6,H2,S2"
1571829281,3,0,1,"CA,CK,C2,CQ;DA,D9,DQ,D8;DK,D5,DJ,HK;D10,D4,D7,H9;D6,H8,D2,H6;D3,SK,HJ,H2;S3,SJ,S10,S9;SQ,CJ,C6,C4;HA,C10,C5,S8;HQ,C9,H10,S7;H7,C8,H4,S6;H5,C7,SA,S5;H3,C3,S4,S2"
1571829281,3,0,1,"C2,CA,C7,C10;DQ,DK,DJ,DA;D8,D9,D7,D10;D5,D6,D4,D2;HJ,D3,H8,SQ;CK,C8,C6,C9;CQ,C5,C3,HA;CJ,C4,H3,HQ;SA,SJ,S10,S7;SK,S8,S6,S4;S9,HK,S5,S3;H10,H9,H2,H7;H4,H6,S2,H5"
1571829281,3,11,1,"CA,CJ,C2,CK;DQ,DA,D10,D8;D9,DK,SQ,D7;D5,DJ,HJ,D4;HA,D6,SK,D3;CQ,C6,C8,C10;C7,HQ,C5,C9;HK,H7,SJ,D2;SA,H6,C3,C4;S9,H5,S8,H10;S6,H4,S7,H9;S5,H2,S3,H8;S4,S10,S2,H3"
1571829281,3,11,1,"CK,C2,CA,C8;DJ,DK,DQ,DA;D7,D2,D10,D9;CQ,SQ,C9,C4;D4,HA,HQ,D8;HK,HJ,H9,D6;H10,H6,H8,D5;H7,H5,H4,D3;CJ,SK,C6,C3;C10,S10,SA,H3;C7,S7,SJ,H2;C5,S5,S6,S8;S9,S3,S2,S4"
1571829281,3,1,1,"CQ,DK,C2,CA;D8,D9,DQ,DA;D5,D7,D10,DJ;C10,HK,CK,CJ;D2,D4,D6,HA;SQ,H9,D3,HQ;C6,H4,C9,C8;C3,H3,C5,C7;S7,SA,S8,S9;S2,SK,S6,S4;HJ,SJ,H8,S3;H7,S10,H2,H10;H6,S5,C4,H5"
1571829281,3,0,1,"C2,CK,C9,CQ;DQ,DA,DK,DJ;D8,D10,D7,D4;D6,D9,D3,SQ;HQ,D5,D2,HA;CA,C4,C8,C10;CJ,HK,C5,C6;C7,H6,C3,H8;S8,S9,SA,SK;HJ,S5,SJ,S10;H10,S4,S7,S6;H4,H3,H9,H5;H2,S3,H7,S2"
1571829281,3,1,1,"CK,C2,CQ,CA;DK,DJ,DQ,DA;D9,D10,D3,D7;D8,D6,HA,D2;D4,D5,SA,H8;C6,C10,CJ,C8;C5,C4,C9,H6;SQ,HK,C7,H5;HQ,HJ,C3,H3;S7,SJ,SK,S10;H9,S4,S8,S9;H7,H10,S6,S5;H4,H2,S3,S2"
1571829281,3,26,1,"C7,CJ,CA,C2;D9,DK,DA,D10;D7,DQ,D3,HK;D6,DJ,H3,H9;SQ,D8,H2,H8;HQ,D5,SA,H7;HJ,D4,CK,H6;H4,D2,CQ,H5;C4,C10,C3,C8;SK,C9,S9,C6;S7,SJ,S6,S10;S3,HA,S5,S8;S2,H10,S4,C5"
1571829281,3,0,1,"CA,CJ,CK,C2;D10,DA,DQ,DJ;D8,DK,H10,SQ;D7,D9,H8,HK;D5,D6,H6,HQ;D4,D2,H5,H9;D3,HA,SK,H2;C10,C8,CQ,SA;H7,C5,C9,S10;H4,C3,C7,S8;SJ,HJ,C6,S7;S6,H3,C4,S3;S5,S9,S4,S2"
1571829281,3,1,1,"C2,CA,CJ,C8;DA,DQ,DJ,D10;DK,D8,D6,D2;D9,D7,D5,SQ;D3,HK,D4,HA;CK,CQ,C5,C7;SA,S2,S9,SK;SJ,HJ,S5,S10;S6,H9,S4,S8;HQ,C10,C4,C3;H8,C9,H10,H7;H3,C6,H6,H2;S3,H4,H5,S7"
1571829281,3,0,1,"C2,CK,CA,CQ;D9,DK,DA,D10;D2,DQ,DJ,D8;H9,D6,D7,D4;H7,HK,D5,D3;C7,C10,CJ,C8;C6,C9,C4,HQ;C3,C5,SQ,HJ;SK,S10,SA,S6;SJ,H10,HA,H5;S8,H3,H8,H2;S7,S9,H6,S4;S5,S3,H4,S2"
1571829281,3,0,1,"CQ,C6,CA,C2;D8,DK,D9,DA;D6,DQ,H9,DJ;D2,D10,H8,D7;HK,D5,H7,D3;H10,D4,H3,SQ;C8,C4,CK,CJ;C5,HA,C10,C9;H4,HQ,C7,H5;SA,HJ,C3,H2;SK,S6,S9,SJ;S7,S2,S8,S10;S5,H6,S3,S4"
1571829281,3,15,1,"CQ,C2,CJ,C6;DK,DJ,D10,DA;D8,D7,D6,DQ;D2,D4,SQ,D9;HK,D3,HA,D5;C8,CA,C9,C3;C5,CK,C7,H6;C4,C10,H10,SJ;SK,S2,SA,S8;S9,HJ,S10,S6;HQ,H7,S7,S5;H8,H4,H9,S4;H5,H3,H2,S3"
1571829281,3,13,1,"C2,CJ,C10,CK;SQ,DK,D7,DA;HK,DQ,D6,D10;H9,DJ,D4,D8;H7,D9,D2,HA;H2,D5,H8,H10;CA,D3,H6,H5;S9,SA,S8,SJ;CQ,SK,S7,S10;C9,S4,S6,S5;C7,HQ,C8,C5;C6,S2,S3,H4;C4,HJ,H3,C3"
1571829281,3,2,1,"CK,CQ,C2,C10;DK,DJ,DA,DQ;D9,D7,D10,D8;D6,HK,D2,D3;D5,HJ,H9,HA;D4,H10,H7,HQ;C7,C8,CA,C9;SQ,C6,CJ,H8;H4,C5,C3,H6;SA,C4,S8,H5;SK,SJ,S6,S7;S9,S10,S3,S5;S4,H2,S2,H3"
1571829281,3,2,1,"C2,C10,CA,C9;D7,DA,DK,D9;D3,DQ,D8,D5;SQ,DJ,D4,H10;H9,D10,D2,H8;H3,D6,HQ,H7;S8,S9,SJ,SA;CQ,HA,CK,C8;C6,HK,CJ,H6;C5,HJ,C7,SK;C4,H5,C3,S10;S4,S6,S5,S7;S2,H4,H2,S3"
1571829281,3,0,1,"C10,C7,C2,C9;D9,DA,DQ,D10;D7,DK,D6,D8;HJ,DJ,SQ,D4;H7,D5,HA,D2;H2,D3,H10,HK;C8,C6,CA,C3;SJ,C4,CK,HQ;S8,H5,CQ,H8;S6,H3,CJ,H6;S5,SK,C5,H4;S4,S10,S9,SA;S2,S7,H9,S3"
1571829281,3,0,1,"C2,CJ,CK,CA;DJ,DK,DA,DQ;D9,D10,D7,D8;D6,D4,HQ,D5;D3,SQ,H9,HK;D2,HA,H6,HJ;C4,C5,CQ,C8;H7,H8,C10,C7;H2,S10,C9,C3;SA,S8,C6,H10;SK,S7,S9,SJ;S6,S5,H5,S3;S2,S4,H4,H3"
1571829281,3,4,1,"C10,CK,C2,C8;DK,DQ,DA,D10;DJ,D9,D8,D6;D7,SQ,D4,D2;D5,H8,D3,HQ;C7,CQ,CA,C4;HA,C5,CJ,C3;HK,H6,C9,H7;HJ,H5,C6,H4;SJ,SK,S9,SA;S6,S8,S5,S10;S2,S4,H9,S7;H10,H3,H2,S3"
1571829281,3,6,1,"CA,CK,C2,C9;D9,D4,DA,DQ;D8,HK,DK,D10;D6,H10,DJ,D7;C6,CQ,CJ,C7;C5,C10,C4,H9;H7,C8,SQ,H6;H3,C3,HA,SK;SJ,SA,S7,S10;S5,S3,S6,S9;D3,H8,HQ,D5;S2,H5,HJ,S8;D2,H2,H4,S4"
1571829281,3,26,1,"CA,C5,C2,CK;D4,DJ,DA,DK;D3,D10,DQ,D9;SQ,D8,D6,D2;HQ,D7,D5,HA;SK,SA,S4,SJ;H5,S10,HJ,S8;H2,S9,H10,S6;CQ,S7,H9,S3;CJ,S5,H7,HK;C9,S2,H3,H4;C4,H8,C10,C8;C3,H6,C7,C6"
1571829281,3,0,1,"CA,C2,C4,C9;D10,DK,DA,DJ;D9,D8,DQ,HA;D5,D7,D6,HK;C10,CK,C3,C8;H6,CQ,SQ,C7;H3,CJ,HQ,C5;SJ,C6,H9,H10;S10,S9,SA,SK;D4,HJ,D2,H5;D3,H8,H4,H2;S7,S8,S6,S5;S3,H7,S2,S4"
1571829281,3,19,1,"C9,CA,C2,CJ;DK,D7,D10,DA;DJ,D2,D4,DQ;D8,H9,SQ,D9;D5,H6,HJ,D6;HQ,H2,H7,D3;C8,CK,C7,C10;H10,CQ,C4,C5;H8,C6,H5,C3;SK,SA,S8,S6;S9,SJ,S7,S5;S4,S10,S3,HA;H4,S2,H3,HK"
1571829281,3,7,1,"C2,CA,CQ,C10;DK,D5,DQ,DA;D8,D4,DJ,D9;SQ,D3,D10,D7;CJ,CK,C8,C3;HJ,D2,HK,D6;S6,S4,SK,SA;S2,S3,SJ,S10;C9,C7,C4,H9;C6,HA,HQ,H8;C5,H10,S9,H7;H4,H5,S7,H6;H3,H2,S5,S8"
1571829281,3,16,1,"C8,CK,C2,CA;D10,D9,DK,DA;D8,D2,DJ,DQ;D6,SQ,D5,D7;HA,H8,D4,D3;HK,C10,CJ,CQ;HJ,C6,C9,C7;H10,C5,C4,HQ;H6,C3,H9,SA;SK,S5,S7,SJ;S10,S3,S6,S9;H3,H7,H5,S8;H2,S2,H4,S4"
1571829281,3,0,1,"CQ,C9,C2,CK;D6,DA,DQ,DJ;D3,DK,SQ,D9;HQ,D10,HK,D8;H6,D7,H9,D4;H5,D5,SA,HA;H3,D2,CA,HJ;C10,C4,CJ,C6;C8,H7,C5,H10;C7,H2,C3,H8;SK,SJ,S10,S5;S7,S9,S4,S3;S6,S8,S2,H4"
1571829281,3,2,1,"C8,CA,C2,CJ;DA,D8,DQ,D10;DK,D7,DJ,D9;D4,D6,D5,D3;SQ,CK,CQ,C9;HK,C7,C10,C5;H10,HA,D2,H7;SJ,HQ,S9,SA;S10,HJ,S8,SK;S7,H5,S4,S5;S6,C6,H9,S3;H3,C4,H8,H6;H2,C3,H4,S2"
1571829281,3,6,1,"C2,CK,CA,CQ;DA,D4,DQ,D6;DK,SQ,DJ,D3;D10,H10,D9,HA;D7,H7,D8,HK;C7,C10,CJ,C8;C5,C9,C6,HJ;HQ,C3,C4,H9;S5,SA,S10,SK;H8,S8,S4,SJ;H5,S2,S3,S9;D5,H4,H6,S7;D2,H2,H3,S6"
1571829281,3,8,1,"CK,C2,CJ,CA;DQ,DJ,DA,D10;D3,D6,DK,D9;D2,D5,D7,D8;C9,CQ,C5,C10;HK,D4,SQ,H10;HQ,C7,HA,C8;HJ,C4,H8,C6;H9,H3,H5,C3;S4,SK,S10,SA;S2,SJ,S9,S8;H7,S6,S5,S7;H6,H2,S3,H4"
1571829281,3,14,1,"C10,CK,C2,CA;DK,DA,DQ,DJ;D7,D9,SQ,D10;D6,D8,HJ,D5;D2,D3,H10,D4;C8,CQ,C9,C7;HA,CJ,C4,C6;H9,C5,C3,HQ;SA,SK,SJ,S4;S8,S10,S9,S3;H7,HK,S7,H8;H5,H6,S6,H3;S5,H4,S2,H2"
1571829281,3,14,1,"C2,C4,CK,CA;DQ,DA,DK,D7;DJ,D10,D2,H10;D6,D9,HK,H9;D5,D8,H5,H8;HQ,D4,C10,H7;HJ,D3,S10,H4;SJ,S4,S7,S8;C6,SQ,C9,CQ;C5,HA,C8,CJ;SK,S2,S5,SA;S9,H6,S3,S6;C3,H3,C7,H2"
1571829281,3,19,1,"C8,C2,CA,CK;D7,DA,D10,DK;D6,DQ,D9,D8;D5,DJ,D4,HJ;HA,D3,D2,H7;C7,C10,C9,CQ;C3,C4,SQ,CJ;H9,H4,HK,C6;H6,H2,HQ,C5;SJ,SK,S9,SA;S10,S7,S2,S6;S8,S5,H10,S4;H3,S3,H8,H5"
1571829281,3,0,1,"C2,CA,CJ,CK;DJ,DK,DQ,DA;HA,D10,D6,D8;HQ,D9,D5,D7;H9,D4,D3,SQ;CQ,C9,C10,C7;S9,SA,S7,SJ;H8,C4,C8,C6;H7,SK,D2,HK;H6,C3,C5,H10;S3,S10,S2,S8;H4,S6,HJ,S4;H3,S5,H5,H2"
1571829281,3,1,1,"C2,C6,C9,CQ;DK,D8,DA,D10;DQ,D3,D7,D9;DJ,HA,D5,D6;CA,C3,SQ,CJ;CK,H9,HJ,C10;C8,H7,H2,C7;C4,H6,S9,C5;HK,SA,S7,SJ;HQ,SK,S6,S8;H10,S10,S2,S5;H8,S4,D4,S3;H5,H4,D2,H3"
1571829281,3,21,1,"CQ,CA,C2,C6;DA,DK,D10,DQ;D9,D4,D5,DJ;D2,SQ,HA,D8;HQ,HJ,HK,D7;H10,SK,H8,D6;H9,SJ,H4,D3;C10,CJ,CK,C3;C9,C4,C8,H6;C7,S9,C5,H5;SA,S4,S8,S10;S6,S3,S5,S7;H7,S2,H2,H3"
1571829281,3,22,1,"CJ,CA,C2,CK;DA,DQ,DK,DJ;D2,D7,D5,D10;HA,SQ,D4,D9;HJ,H9,HQ,D8;H10,H7,H8,D6;SA,H6,H5,D3;C10,C7,CQ,C3;C9,C6,C5,HK;C8,C4,H4,H3;SK,S7,SJ,S8;S9,S6,S10,S5;S4,S2,S3,H2"
1571829281,3,0,1,"C2,C9,CQ,CJ;DQ,DK,DA,D5;DJ,D10,D7,HJ;D8,D9,D6,H9;SQ,D4,D3,H8;CA,C3,C10,C5;CK,H4,C8,H3;C7,SK,HK,H2;C6,S9,H7,SA;C4,S7,H6,S10;HA,S6,H5,S8;HQ,S3,SJ,S5;H10,S2,D2,S4"
1571829281,3,5,1,"C5,CJ,CA,C2;DQ,DK,DJ,DA;D8,HK,D10,D6;D3,H9,D9,D5;HQ,H6,D7,D4;HJ,C10,CK,CQ;H7,C4,C9,C8;H3,C3,C7,C6;S7,S9,S10,SJ;SK,H4,H10,D2;S4,S6,S5,S8;S3,SA,H8,SQ;S2,H2,H5,HA"
1571829281,3,26,1,"C8,CK,CA,C2;D10,DA,DK,DQ;D8,DJ,H7,D7;D3,D9,H2,D4;HK,D6,CQ,D2;H10,D5,SJ,SQ;C5,CJ,C9,C10;S6,SA,S7,S9;S5,SK,S4,S8;S2,S10,C7,HA;H9,S3,C6,HJ;H8,HQ,C4,H4;H5,H6,C3,H3"
1571829281,3,25,1,"C2,CQ,CK,C10;D10,D6,DK,DA;D8,D5,HA,DQ;D7,D2,HQ,DJ;D3,SQ,H10,D9;HJ,H9,H6,D4;CA,CJ,C7,C8;C4,C9,C5,C6;SJ,S8,SA,S10;S9,S6,SK,S7;H8,S5,S2,S4;H7,H5,H3,HK;C3,H4,H2,S3"
